	genename	num_cds_snp	num_genic_snp	num_nonsyn_snp
12238	CA03g18900	3	3	2
12239	CA02g25880	5	5	5
12240	CA05g09230	1	1	0
12241	CA03g17610	4	4	3
12242	CA05g08720	0	5	0
12243	CA10g22490	1	4	0
12244	CA12g17820	6	8	5
12245	CA01g25910	3	3	2
12246	CA06g10730	5	5	4
12247	CA12g15550	8	9	5
12248	CA02g26280	3	3	2
12249	CA09g16380	4	5	3
12250	CA01g18630	1	7	0
12251	CA07g01800	4	4	4
12252	CA10g10500	1	1	0
12253	CA04g03640	6	6	5
12254	CA08g17540	1	1	1
12255	CA11g02540	6	6	6
12256	CA11g13390	3	3	2
12257	CA11g04510	2	2	2
12258	CA09g15890	2	5	2
12259	CA11g00600	1	2	1
12260	CA05g07980	6	6	6
12261	CA09g17030	2	2	0
12262	CA06g00030	1	1	0
12263	CA02g07630	12	13	7
12264	CA06g04900	1	1	1
12265	CA08g06010	1	1	1
12266	CA02g27620	7	7	5
12267	CA01g17380	1	1	0
12268	CA01g24120	0	7	0
12269	CA07g00440	7	34	6
12270	CA11g01550	2	2	2
12271	CA01g16380	0	2	0
12272	CA05g04980	2	2	2
12273	CA06g02680	7	7	6
12274	CA08g12060	15	33	8
12275	CA03g31360	1	1	1
12276	CA12g02830	2	39	1
12277	CA07g04690	1	1	1
12278	CA02g15160	1	1	1
12279	CA06g02530	2	2	1
12280	CA03g34620	5	11	2
12281	CA06g04270	2	2	0
12282	CA01g01220	1	3	0
12283	CA11g19640	1	2	0
12284	CA05g01440	4	10	3
12285	CA03g24230	3	5	2
12286	CA06g16160	0	1	0
12287	CA03g35280	1	3	1
12288	CA01g01590	0	4	0
12289	CA12g01560	2	3	2
12290	CA07g02590	1	1	0
12291	CA07g06870	0	1	0
12292	CA05g05210	1	1	1
12293	CA01g00170	0	1	0
12294	CA11g18110	1	12	1
12295	CA10g10760	1	1	1
12296	CA02g08110	2	6	1
12297	CA03g33850	2	5	1
12298	CA09g04120	15	24	13
12299	CA02g09240	5	5	5
12300	CA01g34460	2	2	2
12301	CA11g03170	0	1	0
12302	CA03g23270	7	8	4
12303	CA03g27950	9	9	5
12304	CA07g12460	1	73	1
12305	CA02g23710	1	1	0
12306	CA07g14100	1	1	0
12307	CA07g13330	6	7	3
12308	CA05g15460	0	4	0
12309	CA05g04160	2	2	2
12310	CA08g10350	4	10	1
12311	CA09g09800	10	33	7
12312	CA12g12280	1	1	1
12313	CA06g22350	6	14	2
12314	CA07g10820	1	1	1
12315	CA10g14240	2	2	1
12316	CA09g10490	5	49	1
12317	CA03g07620	2	2	0
12318	CA01g07330	5	5	5
12319	CA12g22850	5	5	4
12320	CA03g00160	1	1	0
12321	CA03g36730	0	1	0
12322	CA12g06100	2	2	2
12323	CA09g04400	1	5	1
12324	CA05g13700	1	11	0
12325	CA03g30770	0	10	0
12326	CA12g03680	1	6	1
12327	CA06g28050	0	7	0
12328	CA07g03960	3	3	2
12329	CA02g11550	1	1	1
12330	CA01g03520	5	24	2
12331	CA12g02150	4	8	1
12332	CA09g16220	2	4	2
12333	CA03g09560	1	1	1
12334	CA01g31140	1	1	0
12335	CA07g10170	0	11	0
12336	CA12g07810	3	3	1
12337	CA11g04250	2	2	0
12338	CA02g13950	12	12	9
12339	CA06g23550	0	1	0
12340	CA07g11880	0	1	0
12341	CA05g16280	2	34	1
12342	CA07g09930	2	2	2
12343	CA06g08220	2	2	2
12344	CA01g14430	1	1	1
12345	CA02g07570	14	14	9
12346	CA10g02260	2	2	2
12347	CA11g06420	2	4	2
12348	CA08g16590	4	16	3
12349	CA02g16120	2	2	1
12350	CA12g18130	0	3	0
12351	CA09g08060	0	8	0
12352	CA07g11220	1	17	0
12353	CA12g16230	1	2	0
12354	CA06g15100	2	2	2
12355	CA05g12150	2	2	2
12356	CA06g24020	4	59	2
12357	CA03g32840	0	7	0
12358	CA08g04610	0	1	0
12359	CA08g15020	3	24	2
12360	CA12g15710	2	2	2
12361	CA06g25640	2	15	0
12362	CA10g16500	4	6	2
12363	CA09g06060	2	2	0
12364	CA06g13620	4	24	1
12365	CA04g04830	13	13	11
12366	CA10g05280	1	1	0
12367	CA09g00890	2	4	0
12368	CA10g01900	3	21	2
12369	CA03g02470	7	7	6
12370	CA02g04170	3	3	3
12371	CA02g05220	0	2	0
12372	CA03g05120	7	7	7
12373	CA02g19340	0	6	0
12374	CA12g08410	4	40	3
12375	CA10g15970	1	1	1
12376	CA07g18160	0	11	0
12377	CA08g08610	2	2	1
12378	CA02g04790	1	1	0
12379	CA02g00080	4	4	3
12380	CA01g25280	0	1	0
12381	CA12g17710	2	2	2
12382	CA11g06210	1	1	1
12383	CA04g06520	0	1	0
12384	CA06g15920	1	1	1
12385	CA03g00400	17	32	13
12386	CA03g20350	1	6	0
12387	CA10g17600	2	3	2
12388	CA02g14190	7	7	5
12389	CA07g14660	0	2	0
12390	CA04g12150	2	5	1
12391	CA11g07200	5	13	2
12392	CA02g16970	0	1	0
12393	CA02g14220	6	8	4
12394	CA06g16470	1	2	1
12395	CA11g02140	4	4	1
12396	CA01g11840	1	1	0
12397	CA05g08500	1	5	1
12398	CA08g07360	1	6	0
12399	CA04g04010	0	2	0
12400	CA09g11880	5	5	3
12401	CA09g18280	5	13	3
12402	CA12g00760	0	2	0
12403	CA01g32140	0	1	0
12404	CA02g17750	4	4	4
12405	CA09g14880	3	3	2
12406	CA09g11360	1	1	0
12407	CA05g06300	0	4	0
12408	CA06g11120	1	1	1
12409	CA03g28220	0	1	0
12410	CA10g17120	3	7	1
12411	CA11g07870	2	7	0
12412	CA08g11240	12	20	10
12413	CA11g11870	6	37	1
12414	CA01g32490	25	25	15
12415	CA03g16040	1	2	1
12416	CA04g05760	3	3	3
12417	CA07g20060	1	4	1
12418	CA05g05760	0	5	0
12419	CA01g21730	0	2	0
12420	CA05g01070	1	23	0
12421	CA01g08130	0	3	0
12422	CA03g03460	17	22	13
12423	CA05g15660	4	5	2
12424	CA08g10190	1	4	0
12425	CA01g33360	2	2	2
12426	CA03g26510	0	1	0
12427	CA07g01630	0	3	0
12428	CA11g01840	0	4	0
12429	CA05g04410	0	10	0
12430	CA06g02310	6	107	3
12431	CA09g12930	7	8	3
12432	CA06g17270	1	1	0
12433	CA09g10280	2	11	0
12434	CA06g01950	2	16	0
12435	CA01g22040	1	42	0
12436	CA09g03630	4	4	4
12437	CA03g13790	1	2	1
12438	CA11g03560	7	19	3
12439	CA03g23920	0	12	0
12440	CA12g03440	3	3	1
12441	CA04g01850	19	20	17
12442	CA12g02310	9	9	7
12443	CA03g13860	2	8	2
12444	CA01g11100	2	9	0
12445	CA10g08350	2	27	0
12446	CA03g21560	1	1	1
12447	CA08g17350	14	14	13
12448	CA05g19410	2	2	0
12449	CA02g27290	1	1	0
12450	CA06g11630	1	1	0
12451	CA02g20740	1	1	1
12452	CA01g31430	14	14	11
12453	CA11g04720	5	5	3
12454	CA01g23800	3	5	1
12455	CA11g00030	6	6	3
12456	CA04g22150	1	52	1
12457	CA03g11790	2	2	1
12458	CA01g19330	3	15	2
12459	CA05g01890	0	7	0
12460	CA04g09880	5	5	5
12461	CA03g34180	3	5	1
12462	CA03g35850	4	15	2
12463	CA02g26710	1	1	1
12464	CA12g22770	4	92	0
12465	CA07g03560	3	3	2
12466	CA01g32800	2	11	2
12467	CA02g25590	2	2	0
12468	CA08g15220	3	6	1
12469	CA06g20830	0	8	0
12470	CA06g01130	8	8	4
12471	CA11g01070	1	1	1
12472	CA03g25910	1	1	0
12473	CA11g14100	4	6	3
12474	CA10g09140	2	3	1
12475	CA07g02380	1	1	1
12476	CA01g06030	7	21	1
12477	CA11g10480	0	2	0
12478	CA01g01410	11	11	3
12479	CA03g35320	3	9	0
12480	CA07g16000	0	1	0
12481	CA10g01290	3	38	2
12482	CA11g11680	4	4	4
12483	CA03g09340	3	12	3
12484	CA07g12780	0	1	0
12485	CA04g16460	2	2	1
12486	CA09g06300	0	6	0
12487	CA06g23330	0	1	0
12488	CA05g14270	2	2	1
12489	CA02g21900	1	4	0
12490	CA11g02500	1	1	1
12491	CA10g17640	1	4	1
12492	CA02g28770	1	1	1
12493	CA11g00850	0	2	0
12494	CA05g05400	3	3	2
12495	CA11g14810	0	12	0
12496	CA10g05950	1	3	1
12497	CA06g26860	1	1	0
12498	CA10g17920	3	43	1
12499	CA03g04540	1	1	0
12500	CA11g16410	1	1	1
12501	CA09g05650	1	7	0
12502	CA06g24640	1	2	1
12503	CA11g03870	3	3	1
12504	CA09g10420	6	6	4
12505	CA04g13170	1	1	1
12506	CA12g09140	0	8	0
12507	CA11g07170	0	1	0
12508	CA03g00390	6	6	4
12509	CA12g03160	1	14	1
12510	CA02g14420	3	9	2
12511	CA07g14310	3	3	2
12512	CA02g29820	2	3	2
12513	CA02g26880	1	1	1
12514	CA01g03220	2	2	1
12515	CA10g04600	5	5	4
12516	CA02g10500	1	6	0
12517	CA12g20430	34	36	29
12518	CA05g16120	3	10	2
12519	CA10g15780	4	22	3
12520	CA06g25060	1	1	1
12521	CA02g18080	2	5	0
12522	CA03g07010	0	10	0
12523	CA12g19840	1	1	0
12524	CA11g19940	4	4	3
12525	CA06g14890	3	3	3
12526	CA03g06940	1	1	1
12527	CA10g02380	0	1	0
12528	CA01g13750	0	1	0
12529	CA04g00270	1	9	0
12530	CA10g12780	5	5	3
12531	CA08g01860	0	1	0
12532	CA04g11150	1	1	1
12533	CA09g18730	0	5	0
12534	CA10g03380	2	14	0
12535	CA03g34840	3	12	1
12536	CA01g02570	2	2	2
12537	CA09g03970	4	6	4
12538	CA01g01880	1	1	1
12539	CA05g20530	7	7	4
12540	CA05g17290	1	1	0
12541	CA08g19450	1	10	0
12542	CA01g02680	7	40	3
12543	CA12g21630	4	14	2
12544	CA02g12810	3	10	2
12545	CA06g26080	1	5	1
12546	CA08g08380	0	4	0
12547	CA05g17740	2	2	2
12548	CA08g16250	13	15	12
12549	CA10g03920	0	1	0
12550	CA08g19200	0	9	0
12551	CA11g12280	1	1	1
12552	CA12g18070	2	2	0
12553	CA11g18450	2	2	1
12554	CA03g08390	1	1	1
12555	CA03g03660	1	4	1
12556	CA10g02030	0	7	0
12557	CA09g13600	4	4	3
12558	CA03g02530	8	8	4
12559	CA12g11590	0	1	0
12560	CA01g14190	4	9	1
12561	CA06g27680	1	1	1
12562	CA07g19840	1	11	1
12563	CA12g15060	1	7	1
12564	CA03g27000	0	3	0
12565	CA03g22230	1	1	0
12566	CA06g12940	2	2	2
12567	CA08g09470	7	15	6
12568	CA06g27350	3	5	1
12569	CA04g19470	1	3	0
12570	CA12g20050	2	3	1
12571	CA10g19690	6	20	5
12572	CA10g13490	6	6	1
12573	CA07g01380	2	2	0
12574	CA09g14370	2	2	1
12575	CA11g20130	1	21	1
12576	CA06g09450	5	5	4
12577	CA06g25850	2	2	1
12578	CA12g19030	2	2	2
12579	CA11g01880	31	34	22
12580	CA01g10470	0	1	0
12581	CA01g29710	3	17	1
12582	CA01g16130	1	5	0
12583	CA06g02010	4	4	3
12584	CA02g05070	2	2	1
12585	CA03g21760	7	31	4
12586	CA10g20710	1	6	1
12587	CA03g17300	1	8	1
12588	CA09g17320	12	12	11
12589	CA07g18080	4	4	3
12590	CA09g10980	1	1	1
12591	CA09g02270	0	1	0
12592	CA02g17940	4	4	4
12593	CA06g12050	8	8	6
12594	CA07g17500	1	6	1
12595	CA04g06190	5	5	4
12596	CA11g15230	3	3	2
12597	CA08g06710	1	1	1
12598	CA09g15130	3	4	3
12599	CA03g04020	5	34	4
12600	CA03g20490	1	1	1
12601	CA04g03960	12	19	8
12602	CA06g12500	3	3	2
12603	CA03g20140	1	1	1
12604	CA01g22990	1	1	0
12605	CA03g25510	1	1	1
12606	CA03g24640	3	26	1
12607	CA08g07440	1	1	1
12608	CA01g22660	3	15	0
12609	CA09g16440	0	26	0
12610	CA01g27010	1	1	0
12611	CA12g00040	3	3	1
12612	CA04g04600	4	4	4
12613	CA06g13830	0	1	0
12614	CA06g11080	1	18	0
12615	CA04g00730	6	24	1
12616	CA03g03340	1	1	1
12617	CA05g14070	14	14	6
12618	CA02g15810	4	4	2
12619	CA01g08620	4	38	2
12620	CA04g20020	4	5	4
12621	CA07g12810	6	8	4
12622	CA10g03630	2	10	1
12623	CA01g19550	3	3	3
12624	CA05g04330	2	9	0
12625	CA01g23210	1	29	0
12626	CA05g03640	4	22	1
12627	CA11g16250	2	13	1
12628	CA10g07710	1	1	0
12629	CA09g13160	3	3	3
12630	CA10g00090	4	4	0
12631	CA06g10020	0	1	0
12632	CA04g01950	3	3	2
12633	CA07g19400	4	4	3
12634	CA01g15320	1	1	0
12635	CA08g10780	0	1	0
12636	CA05g04590	9	9	2
12637	CA04g02600	9	66	6
12638	CA02g11920	0	2	0
12639	CA01g30620	0	1	0
12640	CA10g06440	6	6	5
12641	CA05g02990	2	2	2
12642	CA01g34750	3	4	2
12643	CA11g03240	5	6	4
12644	CA11g04020	13	13	6
12645	CA02g30810	0	1	0
12646	CA01g20360	2	2	2
12647	CA12g14500	0	1	0
12648	CA02g06610	0	3	0
12649	CA01g16670	16	21	10
12650	CA01g34280	4	21	3
12651	CA11g12200	0	1	0
12652	CA02g22840	2	4	2
12653	CA08g13200	1	9	1
12654	CA03g30300	0	1	0
12655	CA10g12220	0	1	0
12656	CA07g10500	1	1	1
12657	CA11g04680	2	2	2
12658	CA05g20080	0	1	0
12659	CA05g17500	2	2	2
12660	CA03g25250	0	1	0
12661	CA07g03480	1	1	0
12662	CA03g15810	3	5	2
12663	CA11g18560	0	3	0
12664	CA11g04970	2	2	1
12665	CA06g00180	8	8	2
12666	CA10g02630	0	1	0
12667	CA02g21000	1	1	1
12668	CA07g04100	6	6	3
12669	CA06g00450	3	12	2
12670	CA06g04560	0	6	0
12671	CA12g00900	3	4	2
12672	CA02g00610	4	4	3
12673	CA09g03530	2	9	1
12674	CA04g17270	0	1	0
12675	CA11g05760	4	4	3
12676	CA02g08420	1	1	1
12677	CA07g00820	1	1	0
12678	CA02g29250	1	1	0
12679	CA12g19920	1	1	1
12680	CA04g15690	1	1	1
12681	CA11g01130	3	3	2
12682	CA02g12380	0	1	0
12683	CA09g11170	3	3	2
12684	CA04g14560	4	4	3
12685	CA04g17180	0	1	0
12686	CA04g08340	3	3	2
12687	CA07g02460	1	1	0
12688	CA04g13690	0	1	0
12689	CA08g04170	1	10	0
12690	CA02g29780	2	25	0
12691	CA01g25670	0	1	0
12692	CA01g29550	15	20	11
12693	CA02g22060	1	1	1
12694	CA02g05670	0	2	0
12695	CA02g08280	8	8	5
12696	CA10g20550	14	17	11
12697	CA10g04100	7	14	4
12698	CA06g27210	1	1	1
12699	CA01g01600	2	2	2
12700	CA12g17070	2	5	2
12701	CA01g07600	1	1	1
12702	CA08g18540	0	3	0
12703	CA06g11390	6	10	6
12704	CA09g06530	1	1	0
12705	CA02g09480	1	1	0
12706	CA02g20480	2	2	1
12707	CA07g15740	4	17	0
12708	CA07g10990	2	6	0
12709	CA08g06150	4	4	4
12710	CA10g11390	2	2	2
12711	CA01g24100	0	1	0
12712	CA02g23330	3	3	2
12713	CA12g20350	4	5	1
12714	CA01g29080	0	3	0
12715	CA06g27960	1	2	0
12716	CA01g12360	0	7	0
12717	CA04g19250	1	1	1
12718	CA06g28290	2	26	2
12719	CA03g08600	4	6	4
12720	CA10g22230	3	6	2
12721	CA04g07000	2	2	1
12722	CA09g03340	7	8	6
12723	CA03g37110	3	3	2
12724	CA12g04810	6	6	3
12725	CA09g00260	0	1	0
12726	CA02g06930	8	8	5
12727	CA04g05530	0	6	0
12728	CA10g03220	3	3	3
12729	CA07g20250	2	2	0
12730	CA12g06520	0	1	0
12731	CA08g07280	0	31	0
12732	CA02g12450	5	6	2
12733	CA09g05370	3	3	2
12734	CA01g02720	0	1	0
12735	CA06g28430	1	1	1
12736	CA10g18990	3	24	1
12737	CA11g09200	2	2	1
12738	CA06g20600	0	1	0
12739	CA08g02100	1	1	0
12740	CA04g10670	0	1	0
12741	CA03g07200	3	4	2
12742	CA12g08250	0	20	0
12743	CA01g28750	1	1	1
12744	CA09g04390	0	2	0
12745	CA10g02170	5	24	2
12746	CA03g17560	0	17	0
12747	CA04g06840	0	2	0
12748	CA12g08000	3	3	3
12749	CA12g15000	2	2	2
12750	CA12g10030	2	3	2
12751	CA06g17000	1	7	0
12752	CA09g16070	4	4	4
12753	CA06g13930	0	2	0
12754	CA04g04720	1	3	1
12755	CA03g02180	3	3	2
12756	CA06g26760	0	1	0
12757	CA12g22240	1	1	1
12758	CA01g04390	4	12	1
12759	CA07g17630	1	1	1
12760	CA03g27630	4	24	3
12761	CA02g26200	2	3	1
12762	CA10g19710	1	16	0
12763	CA06g08600	1	1	1
12764	CA08g06900	7	7	5
12765	CA07g20810	0	1	0
12766	CA11g00900	0	9	0
12767	CA04g07820	4	4	2
12768	CA03g16770	2	2	2
12769	CA07g20530	1	9	0
12770	CA01g25990	7	7	6
12771	CA04g05090	1	1	1
12772	CA12g18550	0	2	0
12773	CA11g07270	1	1	1
12774	CA06g15520	1	1	1
12775	CA06g13200	1	1	1
12776	CA09g10820	1	1	1
12777	CA01g15650	1	1	0
12778	CA12g16060	0	3	0
12779	CA02g27150	0	1	0
12780	CA01g19140	5	5	4
12781	CA12g15790	0	6	0
12782	CA01g11790	1	1	1
12783	CA01g08640	1	1	1
12784	CA05g08100	8	12	7
12785	CA11g09120	2	2	0
12786	CA07g01190	1	5	0
12787	CA03g15870	1	1	1
12788	CA11g02230	1	1	0
12789	CA09g15810	1	2	1
12790	CA01g16300	1	1	1
12791	CA04g02950	5	5	1
12792	CA11g12590	0	1	0
12793	CA05g04900	0	5	0
12794	CA06g02600	0	2	0
12795	CA03g21130	6	9	5
12796	CA06g17580	3	3	2
12797	CA07g18270	0	1	0
12798	CA01g17650	2	2	2
12799	CA03g20840	1	28	1
12800	CA09g16890	0	6	0
12801	CA01g13930	0	3	0
12802	CA05g01990	2	4	0
12803	CA10g10350	1	2	0
12804	CA05g08810	6	6	5
12805	CA01g23470	0	1	0
12806	CA02g30760	0	1	0
12807	CA03g25720	4	10	1
12808	CA07g03130	2	2	2
12809	CA08g13950	0	3	0
12810	CA12g01290	0	15	0
12811	CA03g28710	4	4	3
12812	CA07g07830	1	1	0
12813	CA11g15060	1	1	1
12814	CA02g02030	5	11	2
12815	CA06g04760	0	1	0
12816	CA03g14040	1	1	0
12817	CA06g11530	2	2	2
12818	CA01g32380	1	1	1
12819	CA09g03010	1	3	0
12820	CA01g28250	2	2	1
12821	CA06g06610	1	1	1
12822	CA04g09100	0	1	0
12823	CA06g03260	10	10	8
12824	CA03g35170	0	1	0
12825	CA03g32180	2	6	0
12826	CA12g07920	6	11	4
12827	CA01g19960	1	1	1
12828	CA07g02260	6	9	5
12829	CA03g22450	1	1	1
12830	CA03g23760	2	23	1
12831	CA02g24540	4	4	3
12832	CA02g22260	1	1	1
12833	CA07g07160	1	5	1
12834	CA09g02430	1	1	0
12835	CA11g05940	3	3	3
12836	CA01g26150	1	14	0
12837	CA03g33580	4	4	3
12838	CA02g26940	1	1	1
12839	CA12g00650	1	1	1
12840	CA04g21780	0	1	0
12841	CA05g05290	13	13	8
12842	CA06g05140	2	2	2
12843	CA10g00110	1	19	0
12844	CA01g07440	0	1	0
12845	CA03g23180	4	13	1
12846	CA06g01640	3	4	3
12847	CA04g21120	0	1	0
12848	CA12g03350	6	6	4
12849	CA08g11620	2	5	0
12850	CA03g21850	1	10	0
12851	CA11g13050	8	10	7
12852	CA06g23000	0	1	0
12853	CA10g15110	5	5	5
12854	CA05g19120	2	2	2
12855	CA10g06870	1	1	0
12856	CA02g07860	11	11	8
12857	CA04g17840	0	1	0
12858	CA12g02400	4	5	2
12859	CA03g13550	2	2	1
12860	CA09g07040	1	3	1
12861	CA12g06890	7	7	6
12862	CA05g16570	3	15	0
12863	CA08g02340	1	1	1
12864	CA05g19780	0	20	0
12865	CA06g21530	2	4	2
12866	CA01g34120	9	43	5
12867	CA05g04680	4	41	0
12868	CA12g14310	0	7	0
12869	CA02g06400	0	4	0
12870	CA08g16040	10	12	9
12871	CA03g09870	3	3	3
12872	CA01g25080	1	1	1
12873	CA11g20410	0	6	0
12874	CA08g18320	1	7	1
12875	CA11g06530	4	8	3
12876	CA01g02250	0	1	0
12877	CA06g18740	0	1	0
12878	CA03g35430	4	12	4
12879	CA10g19550	0	1	0
12880	CA06g14630	2	8	1
12881	CA09g00810	1	11	0
12882	CA10g01980	7	7	3
12883	CA05g13200	1	8	0
12884	CA02g23900	0	2	0
12885	CA07g08660	2	10	2
12886	CA08g04690	1	1	0
12887	CA05g14960	0	2	0
12888	CA03g02960	1	1	1
12889	CA10g04800	2	2	1
12890	CA08g14370	1	1	1
12891	CA10g01320	2	2	1
12892	CA02g04710	0	8	0
12893	CA11g14520	4	33	1
12894	CA02g15990	10	17	5
12895	CA10g17230	7	7	6
12896	CA08g19530	1	1	1
12897	CA09g01070	4	4	4
12898	CA02g09520	1	1	1
12899	CA02g22740	2	5	0
12900	CA05g07120	1	1	0
12901	CA07g19250	1	1	1
12902	CA09g08220	1	2	0
12903	CA06g27020	1	2	1
12904	CA03g09050	4	4	3
12905	CA10g11170	3	14	2
12906	CA11g06340	4	4	4
12907	CA07g21000	1	3	1
12908	CA03g01530	1	1	0
12909	CA09g00380	1	7	1
12910	CA02g28460	0	1	0
12911	CA07g17970	0	6	0
12912	CA03g36470	1	1	1
12913	CA02g14110	0	1	0
12914	CA04g04090	1	3	0
12915	CA01g06140	12	15	8
12916	CA05g06990	6	6	5
12917	CA01g03390	3	3	2
12918	CA09g04770	1	20	0
12919	CA04g00960	6	6	5
12920	CA05g06650	1	13	1
12921	CA04g11460	1	1	0
12922	CA09g03650	1	1	1
12923	CA03g04470	14	14	9
12924	CA02g11690	7	7	5
12925	CA08g07670	1	19	0
12926	CA05g06380	0	1	0
12927	CA08g03950	0	1	0
12928	CA01g28490	0	2	0
12929	CA07g20350	1	1	0
12930	CA10g11820	9	9	8
12931	CA09g01920	0	11	0
12932	CA06g16960	1	4	0
12933	CA12g14710	2	2	2
12934	CA06g17370	2	7	0
12935	CA03g31350	1	6	1
12936	CA09g05230	0	2	0
12937	CA10g03410	1	25	0
12938	CA04g00340	0	5	0
12939	CA01g06480	1	1	0
12940	CA02g00820	0	7	0
12941	CA01g05490	2	6	1
12942	CA03g12930	1	1	1
12943	CA09g15200	0	4	0
12944	CA08g07090	3	3	0
12945	CA03g03170	0	1	0
12946	CA04g12840	1	3	0
12947	CA09g11270	3	12	2
12948	CA01g05720	2	10	1
12949	CA01g02110	4	8	2
12950	CA01g33670	1	1	0
12951	CA02g16400	0	1	0
12952	CA12g21780	1	4	1
12953	CA01g13660	0	1	0
12954	CA10g10740	5	5	5
12955	CA08g10110	1	1	0
12956	CA03g28990	2	2	2
12957	CA01g26420	2	2	2
12958	CA08g09940	4	8	2
12959	CA12g21250	6	13	5
12960	CA03g17710	2	2	2
12961	CA01g22330	1	1	1
12962	CA09g14640	5	53	3
12963	CA03g05790	0	2	0
12964	CA06g10470	3	4	2
12965	CA12g20950	0	4	0
12966	CA12g15210	6	6	3
12967	CA01g18170	2	2	2
12968	CA04g01760	1	1	1
12969	CA03g26840	4	4	4
12970	CA09g08750	3	3	3
12971	CA03g05240	8	8	4
12972	CA08g17460	0	7	0
12973	CA11g13290	4	6	3
12974	CA01g09720	0	1	0
12975	CA09g13590	5	5	4
12976	CA03g26590	0	1	0
12977	CA05g03140	4	4	3
12978	CA09g15990	7	7	6
12979	CA06g03440	18	18	17
12980	CA03g13710	0	9	0
12981	CA09g17170	9	24	4
12982	CA01g23880	1	14	0
12983	CA11g15920	6	16	2
12984	CA11g02380	1	1	1
12985	CA09g11480	1	1	1
12986	CA03g11710	7	7	5
12987	CA06g19390	2	2	2
12988	CA01g11180	2	2	1
12989	CA07g11020	6	12	4
12990	CA03g20650	0	1	0
12991	CA05g07240	2	17	1
12992	CA03g25020	0	2	0
12993	CA07g00650	2	2	1
12994	CA11g01340	4	39	1
12995	CA07g04790	0	3	0
12996	CA06g17790	1	39	0
12997	CA03g34100	1	11	1
12998	CA03g31550	2	9	2
12999	CA07g16550	1	2	1
13000	CA03g25680	1	6	1
13001	CA01g18910	2	2	1
13002	CA05g11600	2	2	1
13003	CA02g20120	3	29	1
13004	CA12g00280	0	1	0
13005	CA03g23680	7	41	4
13006	CA07g03300	3	3	3
13007	CA12g01480	2	2	2
13008	CA07g02650	3	3	2
13009	CA01g21900	1	1	0
13010	CA09g03490	1	1	0
13011	CA11g14720	1	1	1
13012	CA06g06400	1	1	1
13013	CA10g00830	0	8	0
13014	CA05g03970	1	2	1
13015	CA03g18850	3	7	3
13016	CA12g11960	2	2	1
13017	CA12g07770	2	2	2
13018	CA02g22180	1	10	1
13019	CA11g18380	1	1	1
13020	CA06g00720	2	2	1
13021	CA07g12700	1	1	1
13022	CA03g27850	2	2	2
13023	CA04g15950	2	2	2
13024	CA08g00840	5	5	1
13025	CA05g04280	2	13	2
13026	CA06g22250	2	2	2
13027	CA10g08480	8	8	6
13028	CA05g02620	1	1	1
13029	CA01g30130	0	1	0
13030	CA02g27800	1	1	0
13031	CA10g17130	6	6	5
13032	CA07g09300	1	3	1
13033	CA10g04680	0	4	0
13034	CA10g00300	1	2	0
13035	CA05g04750	11	11	9
13036	CA09g03590	3	13	0
13037	CA12g03250	1	1	1
13038	CA04g18370	1	8	0
13039	CA01g21050	1	12	0
13040	CA09g10530	5	5	4
13041	CA09g04520	4	4	2
13042	CA12g02610	3	3	2
13043	CA09g09010	13	15	10
13044	CA02g17110	1	1	1
13045	CA11g04190	3	5	2
13046	CA12g20740	1	1	0
13047	CA06g23610	0	1	0
13048	CA06g20090	1	3	1
13049	CA10g15700	3	3	3
13050	CA11g02930	1	8	0
13051	CA06g06180	14	27	9
13052	CA12g14870	1	1	1
13053	CA06g26550	1	2	1
13054	CA03g06320	1	1	0
13055	CA09g07360	0	9	0
13056	CA11g04440	2	2	1
13057	CA12g22430	0	1	0
13058	CA12g13470	1	1	1
13059	CA04g22290	0	6	0
13060	CA12g06910	9	87	6
13061	CA11g14610	2	6	2
13062	CA10g02300	6	6	6
13063	CA03g31940	3	17	1
13064	CA05g20820	0	2	0
13065	CA08g13620	2	2	2
13066	CA08g19280	1	6	0
13067	CA06g15020	2	2	0
13068	CA11g09410	1	11	0
13069	CA03g08310	9	14	6
13070	CA02g22970	0	4	0
13071	CA03g32110	0	1	0
13072	CA01g19830	1	1	1
13073	CA06g15790	1	1	0
13074	CA07g00510	1	3	0
13075	CA07g14830	3	3	3
13076	CA09g02730	7	10	6
13077	CA10g05650	1	1	0
13078	CA11g20200	2	6	1
13079	CA08g15700	4	20	1
13080	CA02g01640	0	1	0
13081	CA10g16420	1	7	0
13082	CA06g14770	0	7	0
13083	CA09g06100	3	3	3
13084	CA05g20310	0	1	0
13085	CA10g01820	2	2	2
13086	CA10g21910	0	7	0
13087	CA03g20470	5	5	3
13088	CA12g15980	1	1	1
13089	CA02g12230	7	7	2
13090	CA12g08510	0	1	0
13091	CA02g02500	1	1	1
13092	CA07g12060	0	3	0
13093	CA07g18000	4	10	2
13094	CA09g08030	7	7	4
13095	CA06g26230	0	1	0
13096	CA09g05450	3	7	2
13097	CA07g15870	3	3	3
13098	CA07g17580	5	26	4
13099	CA09g02670	3	3	3
13100	CA03g22200	0	1	0
13101	CA08g08480	4	6	3
13102	CA10g21260	2	12	1
13103	CA02g04960	6	6	2
13104	CA04g17610	2	7	2
13105	CA04g05930	2	2	2
13106	CA01g11340	8	10	3
13107	CA02g02520	1	3	1
13108	CA11g01770	0	29	0
13109	CA03g20410	0	20	0
13110	CA09g13900	1	1	1
